InChiKey,SMILE,Ca,Cn,Pl,Fp,Af,Max,Average,Stddev,pert_iname
KGPGQDLTDHGEGT-SZUNQUCBSA-N,CN[C@@H]1c2ccc(O)c(Oc3cc(O)c(Cl)c(c3)[C@@H]3NC(=O)[C@@H](Cc4ccc(Oc5cc6cc(Oc7ccc(cc7Cl)[C@@H](O)[C@@H]7NC(=O)[C@H](NC(=O)[C@@H]6NC3=O)c3ccc(O)c(c3)-c3c(O[C@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]6O)cc(O)cc3[C@H](NC7=O)C(=O)NCCCN(C)C)c5O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)C(O)=O)cc4)NC1=O)c2,"0,15407","0,13614","0,13361","0,11408","0,17357","0,17357","0,14229","0,02251",dalbavancin
NSWGELWYFNCPHU-RWOORDGESA-N,NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@@H](NC(=O)C(NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O)C=NC(N)=O)[C@H]1C[C@H](O)N=C(N)N1,"0,14661","0,12372","0,12190","0,09894","0,16995","0,16995","0,13222","0,02700",
CZKPOZZJODAYPZ-IQENKEMDSA-N,NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(O)=O)NC(=O)CNC1=O)C(N)=O,"0,13868","0,11574","0,11331","0,09098","0,16247","0,16247","0,12424","0,02724",
DZTKAWPWXGIREW-KKSKXDPKSA-N,CN(C)[C@H]1[C@@H]2C[C@H]3[C@@H](C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)[C@H](C(=O)NCNCCCC[C@H](N)C(O)=O)C1=O,"0,13839","0,11715","0,11600","0,09236","0,16240","0,16240","0,12526","0,02639",
GFIJNRVAKGFPGQ-LIJARHBVSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,"0,13924","0,11951","0,11792","0,09477","0,16196","0,16196","0,12668","0,02524",
AUJXLBOHYWTPFV-DYWXRLDNSA-N,[H][C@]1(COC(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@]2([H])N(C)C(=O)[C@H](C)NC(=O)[C@@]([H])(COC(=O)[C@]([H])(C(C)C)N(C)C(=O)[C@]([H])(CS[C@]2([H])SC)N(C)C(=O)[C@H](C)NC1=O)NC(=O)c1cnc2ccccc2n1)NC(=O)c1cnc2ccccc2n1,"0,13576","0,11082","0,10798","0,08509","0,15975","0,15975","0,11988","0,02862",
CUWODFFVMXJOKD-UVLQAERKSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,"0,13739","0,11785","0,11634","0,09356","0,15971","0,15971","0,12497","0,02487",
UVBUBMSSQKOIBE-DSLOAKGESA-N,CCCC[C@@H](C)[C@@H](OC(=O)C[C@@H](CC(O)=O)C(O)=O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@@H](CC(O)=O)C(O)=O,"0,13414","0,11520","0,11519","0,09195","0,15677","0,15677","0,12265","0,02424",
CBPNZQVSJQDFBE-NRNHWJPGSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO,"0,13237","0,10950","0,10798","0,08521","0,15667","0,15667","0,11835","0,02715",
QLGKMLRGKPKGKI-QWQCQAQZSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,"0,13426","0,11491","0,11345","0,09087","0,15665","0,15665","0,12203","0,02472",
HTQONPPEZULJKY-MUPFFGQUSA-N,CC(C)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](N)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(O)=O)C(O)=O,"0,13774","0,12358","0,12374","0,10370","0,15627","0,15627","0,12901","0,01948",
UAHFGYDRQSXQEB-LEBBXHLNSA-N,CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(N)=O,"0,13566","0,11865","0,11728","0,09584","0,15570","0,15570","0,12463","0,02239",
FHBQKTSCJKPYIO-VHULWTHOSA-N,CC(C)CCCCCCCC(=O)N[C@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1NC(C)=O)[C@@H]1NC(=O)[C@@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@@H](NC1=O)C(O)=O)c5)cc3Cl,"0,13801","0,12213","0,11993","0,10301","0,15535","0,15535","0,12769","0,01983",
XPYBSIWDXQFNMH-UYFOZJQFSA-N,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)C(=O)COP(O)(O)=O,"0,13255","0,11298","0,11160","0,09121","0,15497","0,15497","0,12066","0,02412",
UFUVLHLTWXBHGZ-MGZQPHGTSA-N,CCC[C@@H]1C[C@H](N(C)C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](OP(O)(O)=O)[C@@H](O)[C@H]1O,"0,13313","0,11349","0,11246","0,09132","0,15492","0,15492","0,12107","0,02402",
DHCLVCXQIBBOPH-UHFFFAOYSA-N,OCC(CO)OP(O)(O)=O,"0,13019","0,11112","0,10998","0,08896","0,15451","0,15451","0,11895","0,02466",
VFRROHXSMXFLSN-SLPGGIOYSA-N,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C=O,"0,13097","0,11160","0,11025","0,08929","0,15442","0,15442","0,11930","0,02455",
BLCLNMBMMGCOAS-URPVMXJPSA-N,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,"0,13235","0,11352","0,11224","0,08996","0,15430","0,15430","0,12048","0,02415",
FRXNXDHFQYZYNA-GJTMSUEESA-N,C[C@@H]1NC(=O)[C@@H](N)CNC(=O)[C@@H](NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC1=O)=C/NC(N)=O)[C@H]1CCN=C(N)N1,"0,13145","0,11022","0,10865","0,08701","0,15407","0,15407","0,11828","0,02545",
NSYZCCDSJNWWJL-ZBFNRKITSA-N,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,"0,13258","0,11143","0,11043","0,08896","0,15369","0,15369","0,11942","0,02460",
XLXSAKCOAKORKW-AQJXLSMYSA-N,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,"0,13118","0,11227","0,11085","0,08877","0,15320","0,15320","0,11926","0,02420",
SHKXZIQNFMOPBS-OOMQYRRCSA-N,CCCCCCCCCCCCCCCCCCCC(=O)N[C@H]1CC[C@@]2(C)[C@H](C[C@@H](O)[C@H]3[C@@H]4CC[C@H]([C@H](C)CCC(O)=O)[C@@]4(C)[C@@H](O)C[C@H]23)C1,"0,13068","0,11118","0,11063","0,08858","0,15272","0,15272","0,11876","0,02413",
ZVGNESXIJDCBKN-UUEYKCAUSA-N,CC[C@H]1\C=C(C)\[C@@H](O)C\C=C\C=C(CO[C@@H]2O[C@H](C)[C@@H](OC(=O)c3c(O)c(Cl)c(O)c(Cl)c3CC)[C@H](O)[C@@H]2OC)\C(=O)O[C@@H](C\C=C(/C)\C=C(C)\[C@@H]1O[C@@H]1OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O)[C@@H](C)O,"0,13171","0,11250","0,11136","0,09090","0,15205","0,15205","0,11970","0,02314",
WUJVPODXELZABP-FWJXURDUSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)NCCCNCCCCNCCCN)[C@H](C)CC[C@@H](OS(O)(=O)=O)C(C)C,"0,12952","0,10995","0,10935","0,08696","0,15202","0,15202","0,11756","0,02445",
OYSKUZDIHNKWLV-PRUAPSLNSA-N,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@H](O[C@@H]1SC)[C@H](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)[C@H](C)Cl,"0,13005","0,11130","0,11135","0,08940","0,15183","0,15183","0,11879","0,02342",
MINDHVHHQZYEEK-HBBNESRFSA-N,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,"0,13040","0,11093","0,11036","0,08898","0,15180","0,15180","0,11849","0,02369",
BJNLLBUOHPVGFT-SZRRLYCBSA-N,CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@@H](NC1=O)C(O)=O)c5)cc3Cl,"0,13460","0,11888","0,11673","0,10015","0,15171","0,15171","0,12442","0,01954",
OBMJQRLIQQTJLR-USGQOSEYSA-N,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(\CO)=N\NC(=O)CCCCCN1C(=O)C=CC1=O,"0,12939","0,10988","0,10849","0,08685","0,15135","0,15135","0,11719","0,02431",
ADNPLDHMAVUMIW-CUZNLEPHSA-N,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCNC(N)=N)C(N)=O,"0,12943","0,11262","0,11209","0,09009","0,15132","0,15132","0,11911","0,02279",
VYCMAAOURFJIHD-PJNXIOHISA-N,[H][C@@]12CCCN1C(=O)[C@@]([H])(CC(O)=O)NC(=O)[C@@H](Cc1c[nH]c3ccccc13)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](NC2=O)C(C)C,"0,12860","0,10650","0,10470","0,08321","0,15091","0,15091","0,11479","0,02580",
BBMULGJBVDDDNI-OWKLGTHSSA-N,CC[C@H]([C@H]1O[C@@](CC)(C[C@@H]1C)[C@H]1CC[C@](O)(CC)[C@H](C)O1)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCc1ccc(C)c(O)c1C(O)=O,"0,12920","0,10933","0,10878","0,08672","0,15083","0,15083","0,11697","0,02417",
BUROJSBIWGDYCN-LKLUGXJSSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O,"0,12744","0,10569","0,10419","0,08248","0,15073","0,15073","0,11411","0,02592",
VHKXXVVRRDYCIK-OQMITHEGSA-N,CC[C@H]([C@@H]1O[C@@H]([C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]2O[C@@]3(O[C@@]4(CC[C@](C)(O4)[C@H]4CC[C@](O)(CC)[C@H](C)O4)[C@H](O)C=C3)[C@H](C)C[C@@H]2C)[C@@H](C)C[C@H]1C)C(O)=O,"0,12980","0,10896","0,10780","0,08627","0,15067","0,15067","0,11670","0,02445",
HKVAMNSJSFKALM-FLOWVUKKSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,"0,12607","0,10350","0,10190","0,07954","0,15057","0,15057","0,11232","0,02699",
FBPFZTCFMRRESA-KVTDHHQDSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"0,12637","0,10758","0,10642","0,08527","0,15056","0,15056","0,11524","0,02453",
FBPFZTCFMRRESA-JGWLITMVSA-N,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"0,12637","0,10758","0,10642","0,08527","0,15056","0,15056","0,11524","0,02453",
BZQFBWGGLXLEPQ-REOHCLBHSA-N,N[C@@H](COP(O)(O)=O)C(O)=O,"0,12635","0,10803","0,10724","0,08658","0,15003","0,15003","0,11565","0,02382",
KQXDHUJYNAXLNZ-XQSDOZFQSA-N,CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)[C@H]3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O,"0,12883","0,10812","0,10705","0,08543","0,14991","0,14991","0,11587","0,02445",
HEBKCHPVOIAQTA-ZXFHETKHSA-N,OC[C@H](O)[C@H](O)[C@H](O)CO,"0,12564","0,10711","0,10597","0,08507","0,14972","0,14972","0,11470","0,02428",
VWFCHDSQECPREK-LURJTMIESA-N,Nc1ccn(C[C@@H](CO)OCP(O)(O)=O)c(=O)n1,"0,12680","0,10715","0,10578","0,08517","0,14959","0,14959","0,11490","0,02435",
SUHOQUVVVLNYQR-MRVPVSSYSA-O,C[N+](C)(C)CCOP(O)(=O)OC[C@H](O)CO,"0,12629","0,10703","0,10571","0,08530","0,14951","0,14951","0,11477","0,02424",
JYTUSYBCFIZPBE-AMTLMPIISA-N,OC[C@@H](O)[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C(O)=O,"0,12817","0,10912","0,10804","0,08770","0,14945","0,14945","0,11650","0,02333",
AMLYAMJWYAIXIA-VWNVYAMZSA-N,CC(C)[C@@H]1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCCNC(N)=N)NC1=O,"0,12769","0,10671","0,10528","0,08419","0,14945","0,14945","0,11466","0,02480",
GJKXGJCSJWBJEZ-XRSSZCMZSA-N,CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H]1CCC(=O)N1,"0,12836","0,10956","0,10758","0,08652","0,14905","0,14905","0,11622","0,02359",
BJHIKXHVCXFQLS-PQLUHFTBSA-N,OC[C@@H](O)[C@H](O)[C@H](O)C(=O)CO,"0,12509","0,10658","0,10569","0,08480","0,14874","0,14874","0,11418","0,02401",
KWMLJOLKUYYJFJ-VFUOTHLCSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,"0,12496","0,10635","0,10535","0,08420","0,14861","0,14861","0,11390","0,02418",
JKOQGQFVAUAYPM-UHFFFAOYSA-N,NCCCNCCSP(O)(O)=O,"0,12530","0,10654","0,10580","0,08533","0,14857","0,14857","0,11431","0,02381",
FQVLRGLGWNWPSS-XDKAFHOCSA-N,CC(C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(N)=O)NC(C)=O,"0,12592","0,10496","0,10354","0,08218","0,14840","0,14840","0,11300","0,02512",
YMDXZJFXQJVXBF-STHAYSLISA-N,C[C@@H]1O[C@@H]1P(O)(O)=O,"0,12473","0,10645","0,10557","0,08532","0,14830","0,14830","0,11408","0,02368",
VWWQXMAJTJZDQX-UYBVJOGSSA-N,Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](O)(=O)O[P@@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)n3cnc4c(N)ncnc34)c2cc1C,"0,12957","0,11109","0,10961","0,09032","0,14812","0,14812","0,11774","0,02194",
VXKHXGOKWPXYNA-PGBVPBMZSA-N,CC(C)C[C@H](NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,"0,12736","0,10887","0,10701","0,08594","0,14811","0,14811","0,11546","0,02342",
MBBZMMPHUWSWHV-BDVNFPICSA-N,CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,"0,12417","0,10566","0,10462","0,08358","0,14806","0,14806","0,11322","0,02420",
RGHNJXZEOKUKBD-TXICZTDVSA-N,OC[C@@H](O)[C@@H](O)[C@@H](O)[C@@H](O)C(O)=O,"0,12433","0,10602","0,10515","0,08414","0,14804","0,14804","0,11354","0,02397",
RGHNJXZEOKUKBD-SQOUGZDYSA-N,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,"0,12433","0,10602","0,10515","0,08414","0,14804","0,14804","0,11354","0,02397",
FOIPWTMKYXWFGC-UHFFFAOYSA-N,CN(CCOP(O)(O)=O)C(N)=N,"0,12467","0,10604","0,10529","0,08483","0,14792","0,14792","0,11375","0,02374",
TYQXKHPOXXXCTP-JKQIPHDKSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2OC(=O)CC)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,"0,12698","0,10600","0,10496","0,08389","0,14783","0,14783","0,11393","0,02432",
UNXHWFMMPAWVPI-ZXZARUISSA-N,OC[C@H](O)[C@H](O)CO,"0,12397","0,10573","0,10468","0,08412","0,14782","0,14782","0,11326","0,02392",
ONNMDRQRSGKZCN-UHFFFAOYSA-N,CCCCP(O)(=O)CCCN,"0,12428","0,10573","0,10501","0,08479","0,14778","0,14778","0,11352","0,02371",
IXXFZUPTQVDPPK-ALZZPGSQSA-N,CC[C@H]1OC(=O)[C@@](C)(F)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cc(nn3)-c3cccc(N)c3)C(=O)O[C@]12C)OC,"0,12543","0,10424","0,10301","0,08151","0,14775","0,14775","0,11239","0,02514",
YMWQIYMUNZBOOV-FEHVOAPLSA-N,CCCCC\C=C\CCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1Oc1c2Oc3ccc(C[C@H]4NC(=O)[C@H](N)c5ccc(O)c(Oc6cc(O)cc(c6)[C@H](NC4=O)C(=O)N[C@@H]4c(c2)cc1Oc1ccc(cc1Cl)[C@@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)[C@@H]1NC(=O)[C@H](NC4=O)c2ccc(O)c(c2)-c2c(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc2[C@H](NC1=O)C(O)=O)c5)cc3Cl,"0,13078","0,11529","0,11309","0,09703","0,14765","0,14765","0,12077","0,01921",
UIRKNQLZZXALBI-MSVGPLKSSA-N,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@@]4([H])C[C@H](CC[C@]4(C)[C@@]3([H])CC[C@]12C)NCCCNCCCCN)[C@H](C)CC[C@@H](OS(O)(=O)=O)C(C)C,"0,12529","0,10616","0,10540","0,08352","0,14755","0,14755","0,11359","0,02407",
VQHSOMBJVWLPSR-JVCRWLNRSA-N,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,"0,12657","0,10762","0,10644","0,08649","0,14752","0,14752","0,11493","0,02309",
QFJCIRLUMZQUOT-MHOZHFGWSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1O,"0,12272","0,10016","0,09856","0,07630","0,14747","0,14747","0,10904","0,02704",
TUZYXOIXSAXUGO-PZAWKZKUSA-N,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)[C@@H]12,"0,12559","0,10651","0,10580","0,08442","0,14743","0,14743","0,11395","0,02372",
PVHLMTREZMEJCG-GDTLVBQBSA-N,CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](N)CC(O)=O)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(O)=O,"0,12520","0,10729","0,10680","0,08477","0,14724","0,14724","0,11426","0,02335",
RZZPDXZPRHQOCG-OJAKKHQRSA-O,C[N+](C)(C)CCOP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(N)nc1=O,"0,12752","0,10893","0,10726","0,08863","0,14722","0,14722","0,11591","0,02226",
QURWXBZNHXJZBE-SKXRKSCCSA-N,N[C@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC(=O)N[C@@H](Cc1cccs1)C(=O)N[C@@H](CO)C(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,"0,12582","0,10880","0,10799","0,08645","0,14713","0,14713","0,11524","0,02265",
MBKDYNNUVRNNRF-UHFFFAOYSA-N,OP(O)(=O)CP(O)(O)=O,"0,12394","0,10568","0,10461","0,08495","0,14711","0,14711","0,11326","0,02342",
PHEDXBVPIONUQT-RGYGYFBISA-N,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@]2(O)[C@@H]3C=C(C)C(=O)[C@@]3(O)CC(CO)=C[C@H]2[C@@H]2C(C)(C)[C@]12OC(C)=O,"0,12495","0,10572","0,10481","0,08338","0,14674","0,14674","0,11312","0,02387",
CGTADGCBEXYWNE-GYKXXMIGSA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@@H]1n1cnnn1,"0,12210","0,09938","0,09763","0,07567","0,14674","0,14674","0,10831","0,02705",
